AAAAA级景区

沙坡头旅游区	宁夏	4A
沙湖生态旅游区	宁夏	4A
塔尔寺旅游区	青海	4A
互助土族故土园旅游区	青海	4A
格尔木昆仑旅游区	青海	4A
麦积山风景名胜区	甘肃	4A
崆峒山风景名胜区	甘肃	4A
敦煌鸣沙山-月牙泉风景名胜区	甘肃	4A
嘉峪关文物景区	甘肃	4A
陕西历史博物馆	陕西	4A
太白山国家森林公园	陕西	4A
法门寺旅游区	陕西	4A
大慈恩寺大雁塔风景区	陕西	4A
茂陵博物馆	陕西	4A
乾陵博物馆	陕西	4A
华山风景名胜区	陕西	4A
华清池	陕西	4A
秦兵马俑博物馆	陕西	4A
西藏林芝巴松措旅游区	西藏	4A
西藏罗布林卡	西藏	4A
西藏大昭寺	西藏	4A
西藏布达拉宫	西藏	4A
西藏博物馆	西藏	4A
中科院西双版纳热带植物园	云南	4A
云南石林风景名胜区	云南	4A
丽江玉龙雪山旅游度假区	云南	4A
云南民族村	云南	4A
云南世界园艺博览园	云南	4A
红枫湖	贵州	4A
黔灵公园	贵州	4A
龙宫	贵州	4A
黄果树瀑布	贵州	4A
奉节白帝城-瞿塘峡	重庆 	4A
大足石刻艺术博物馆	重庆 	4A
巫山小三峡-小小三峡	重庆 	4A
丰都名山	重庆 	4A
泸定海螺沟冰川森林公园	四川	4A
宜宾蜀南竹海风景名胜区	四川	4A
广汉三星堆博物馆	四川	4A
黄龙风景名胜区	四川	4A
九寨沟风景名胜区	四川	4A
乐山大佛景区	四川	4A
青城山景区	四川	4A
都江堰景区	四川	4A
峨眉山风景名胜区	四川	4A
天涯海角风景区	海南	4A
三亚亚龙湾国家旅游度假区	海南	4A
三亚南山文化旅游区	海南	4A
桂林世外桃源旅游区	广西	4A
象山景区（原象山公园、滨江公园）	广西	4A
南宁青秀山风景旅游区	广西	4A
北海银滩旅游区	广西	4A
漓江景区	广西	4A
芦笛景区	广西	4A
七星景区	广西	4A
西樵山风景名胜区	广东	4A
孙中山故居	广东	4A
广州香江野生动物世界	广东	4A
清新温矿泉旅游度假区	广东	4A
广州白云山风景名胜区	广东	4A
阳江海陵岛大角湾风景名胜区	广东	4A
丹霞山风景名胜区	广东	4A
深圳观澜湖高尔夫球会	广东	4A
深圳华侨城旅游度假区	广东	4A
肇庆星湖风景名胜区	广东	4A
珠海圆明新园	广东	4A
武当山风景区	湖北	4A
荆州博物馆	湖北	4A
湖北省博物馆	湖北	4A
隆中风景区	湖北	4A
长江三峡工程坛子岭旅游区	湖北	4A
归元禅寺	湖北	4A
黄鹤楼	湖北	4A
武汉市东湖风景区	湖北	4A
韶山毛泽东故居景区	湖南	4A
张家界黄龙洞旅游区	湖南	4A
岳阳楼旅游区	湖南	4A
长沙岳麓山风景名胜区	湖南	4A
南岳衡山风景名胜区	湖南	4A
长沙世界之窗	湖南	4A
刘少奇同志纪念馆	湖南	4A
武陵源风景名胜区	湖南	4A
开封包公祠	河南	4A
嵩山少林风景区	河南	4A
清明上河园	河南	4A
关林景区	河南	4A
洛阳白马寺院	河南	4A
洛阳龙门石窟	河南	4A
济南跑马岭旅游区	山东	4A
青岛海滨风景区	山东	4A
刘公岛风景名胜区	山东	4A
灵岩寺旅游区	山东	4A
烟台南山旅游区	山东	4A
蓬莱阁旅游区	山东	4A
泰山风景名胜区	山东	4A
崂山风景名胜区	山东	4A
孔林旅游区	山东	4A
孔府	山东	4A
曲阜孔庙	山东	4A
滕王阁	江西	4A
龙虎山风景旅游区	江西	4A
井岗山风景区	江西	4A
庐山风景名胜区	江西	4A
连城冠豸山	福建	4A
厦门园林植物园	福建	4A
福州国家森林公园	福建	4A
泉州开元寺	福建	4A
武夷山风景名胜区	福建	4A
永安桃源洞旅游区	福建	4A
泰宁金湖	福建	4A
厦门鼓浪屿旅游区	福建	4A
广德太极洞风景区	安徽	4A
滁州琅琊山旅游区	安徽	4A
天柱山国家级风景名胜区	安徽	4A
黄山风景区	安徽	4A
九华山旅游区	安徽	4A
横店集团八面山影视城	浙江	4A
普陀山风景名胜区	浙江	4A
仙都风景名胜区	浙江	4A
金华市双龙风景旅游区	浙江	4A
天台山风景名胜区	浙江	4A
宁波滕头生态旅游示范区	浙江	4A
绍兴柯岩风景区	浙江	4A
溪口风景区	浙江	4A
淳安县千岛湖风景区	浙江	4A
宋城	浙江	4A
南京夫子庙秦淮风光带	江苏	4A
镇江市金山公园	江苏	4A
无锡中视股份三国水浒景区	江苏	4A
扬州市瘦西湖公园	江苏	4A
南京雨花台风景名胜区	江苏	4A
无锡市太湖鼋头渚风景区	江苏	4A
江苏省天目湖旅游度假区	江苏	4A
无锡市灵山景区	江苏	4A
南京中山陵风景名胜区	江苏	4A
周庄古镇游览区	江苏	4A
苏州乐园	江苏	4A
苏州市虎丘山风景名胜区	江苏	4A
苏州市拙政园	江苏	4A
上海佘山国家森林公园	上海	4A
上海豫园	上海	4A
上海野生动物园	上海	4A
上海东方明珠广播电视塔	上海	4A
上海博物馆	上海	4A
上海金茂大厦88层观光厅	上海	4A
二龙山旅游风景区	黑龙江	4A
亚布力滑雪旅游度假区	黑龙江	4A
吉林松花湖风景名胜区	吉林	4A
长白山国家级自然保护区	吉林	4A
长春净月潭国家森林公园	吉林	4A
吉林省北大湖滑雪场	吉林	4A
大连冰峪省级旅游度假区	辽宁	4A
沈阳故宫博物馆	辽宁	4A
沈阳棋盘山国际风景旅游开发区	辽宁	4A
大连虎滩乐园	辽宁	4A
大连圣亚海洋世界	辽宁	4A
鞍山玉佛苑	辽宁	4A
大连金石滩国家旅游度假区	辽宁	4A
大连森林动物园	辽宁	4A
沈阳市植物园	辽宁	4A
满洲里中俄互市贸易旅游区	内蒙	4A
成吉思汗陵旅游区	内蒙	4A
内蒙古格根塔拉草原旅游中心	内蒙	4A
晋祠旅游区	山西	4A
云冈石窟旅游区	山西	4A
五台山旅游区	山西	4A
清西陵	河北	4A
秦皇岛新澳海底世界	河北	4A
吴桥杂技大世界	河北	4A
普陀宗乘之庙	河北	4A
秦皇岛野生动物园	河北	4A
承德市普宁寺	河北	4A
承德避暑山庄	河北	4A
山海关旅游景区	河北	4A
清东陵	河北	4A
天津海滨旅游度假区	天津	4A
天津黄崖关长城风景游览区	天津	4A
北京植物园	北京	4A
北京动物园	北京	4A
中国科学技术馆	北京	4A
中华民族园	北京	4A
北海--景山公园	北京	4A
八达岭长城	北京	4A
北京海洋馆	北京	4A
颐和园	北京	4A
明十三陵	北京	4A
天坛公园	北京	4A
陆良彩色沙林景区	云南	4A
泸西阿庐古洞景区	云南	4A
大理南诏风情岛	云南	4A
西双版纳原始森林公园	云南	4A
西双版纳傣族园	云南	4A
宜良九乡风景区	云南	4A
昆明金殿名胜区	云南	4A
武隆芙蓉洞风景区	重庆	4A
江津聂荣臻元帅陈列馆	重庆	4A
忠县石宝寨	重庆	4A
小金四姑娘山	四川	4A
大邑刘氏庄园	四川	4A
雅安碧峰峡	四川	4A
自贡恐龙博物馆	四川	4A
兴隆热带植物园	海南	4A
梅县雁南飞度假村	广东	4A
上饶弋阳龟峰景区	江西	4A
赣州通天岩景区	江西	4A
三清山风景区	江西	4A
常德桃花源风景区	湖南	4A
宜兴善卷洞风景区	江苏	4A
镇江茅山风景区 	江苏	4A
虞山－尚湖风景区	江苏	4A
徐州淮海战役烈士纪念塔园林	江苏	4A
常州天宁寺	江苏	4A
扬州大明寺	江苏	4A
苏州用直古镇旅游区 	江苏	4A
苏州同里古镇旅游区	江苏	4A
哈尔滨金源文化旅游区	黑龙江	4A
安新白洋淀景区	河北	4A
野三坡百里峡景区	河北	4A
正定隆兴寺	河北	4A
石家庄苍岩山景区	河北	4A
石家庄抱犊寨景区	河北	4A
石家庄天桂山景区	河北	4A
北京慕田峪长城 	北京	4A
北京红螺寺旅游度假区	北京	4A
北京石景山乐园	北京	4A
北京八大处公园	北京	4A
北京房山云居寺	北京	4A
北京世界公园	北京	4A
北京香山公园	北京	4A
骊山森林公园	陕西	4A
西安城墙	陕西	4A
秦始皇陵	陕西	4A
西安碑林博物馆	陕西	4A
重庆武隆天生三桥风景区	重庆	4A
海南热带海洋世界	海南	4A
桂林冠岩景区	广西	4A
柳州立鱼峰风景区	广西	4A
柳侯公园	广西	4A
柳州龙潭景区	广西	4A
北海海底世界	广西	4A
厦门海沧大桥旅游区	福建	4A
东山风动石景区	福建	4A
莆田湄州岛国家旅游度假区	福建	4A
安溪清水岩	福建	4A
杭州西湖风景名胜区	浙江	4A
连云港花果山风景名胜区	江苏	4A
常州中华恐龙园	江苏	4A
本溪关门山国家森林公园	辽宁	4A
本溪水洞风景名胜区	辽宁	4A
鞍山千山风景名胜区	辽宁	4A
包头五当召	内蒙古	4A
吉县黄河壶口瀑布旅游区	山西	4A
永济普救寺旅游区	山西	4A
阳城皇城相府旅游景区	山西	4A
洪洞大槐树寻根祭祖园旅游景区	山西	4A
浑源恒山旅游区	山西	4A
灵石王家大院旅游景区	山西	4A
祁县乔家大院旅游区	山西	4A
河北天下第一城	河北	4A
上海太阳岛旅游度假区	上海	4A
上海世纪公园	上海	4A
上海大观园	上海	4A
陈云故居暨青浦革命历史纪念馆	上海	4A
上海城市规划展示馆	上海	4A
石花洞风景区	北京	4A
陶然亭公园	北京	4A
九龙游乐园	北京	4A
居庸关长城风景区	北京	4A
雁栖湖旅游区	北京	4A
三明梅列瑞云山	福建	4A
三明格氏栲国家森林公园	福建	4A
厦门集美嘉庚园	福建	4A
广东美术馆	广东	4A
广州中山纪念堂	广东	4A
河源新丰江国家森林公园	广东	4A
三门峡虢国博物馆	河南	4A
洛阳鸡冠洞风景名胜区	河南	4A
洛阳龙峪湾国家森林公园	河南	4A
济源五龙口风景名胜区	河南	4A
开封相国寺	河南	4A
开封龙亭公园	河南	4A
濮阳绿色庄园景区	河南	4A
林州红旗渠游览区	河南	4A
郑州黄河游览区	河南	4A
新昌大佛寺	浙江	4A
诸暨五泄旅游区	浙江	4A
临海江南长城旅游区	浙江	4A
桐庐垂云通天河景区	浙江	4A
瑶琳仙境旅游区	浙江	4A
乌镇古镇景区	浙江	4A
杭州未来世界	浙江	4A
杭州乐园	浙江	4A
安吉竹子博览园	浙江	4A
温岭长屿硐天	浙江	4A
黑龙江扎龙国家级自然保护区	黑龙江	4A
镜泊湖风景名胜区	黑龙江	4A
秦皇岛燕塞湖风景旅游区	河北	4A
抚宁南戴河国际娱乐中心	河北	4A
中央广播电视塔	北京	4A
兴隆山国家级自然保护区	甘肃	4A
西汉酒泉胜迹	甘肃	4A
东平国家森林公园	上海	4A
上海市动物园	上海	4A
玉林容县"三名"旅游景区	广西	4A
桂林乐满地休闲世界	广西	4A
广州番禺莲花山旅游区	广东	4A
广州番禺宝墨园	广东	4A
荣成市成山头风景名胜区	山东	4A
乳山银滩旅游度假区	山东	4A
洪湖蓝田生态旅游风景区	湖北	4A
巴东神农溪旅游区	湖北	4A
神农架红坪景区	湖北	4A
神农架神农顶风景区	湖北	4A
神农架天燕原始生态旅游区	湖北	4A
武汉中国科学院武汉植物园	湖北	4A
武汉辛亥革命武昌起义纪念馆（红楼）	湖北	4A
石家庄天山海世界	河北	4A
沈阳绿岛旅游度假区	辽宁	4A
抚顺赫图阿拉城	辽宁	4A
沈阳"九·一八"历史博物馆	辽宁	4A
伊春五营国家森林公园	黑龙江	4A
大庆铁人王进喜纪念馆	黑龙江	4A
哈尔滨太阳岛公园	黑龙江	4A
哈尔滨黑龙江电视塔（龙塔）旅游区	黑龙江	4A
龙庆峡风景区	北京	4A
银山塔林景区	北京	4A
延安枣园革命旧址	陕西	4A
延安革命纪念馆	陕西	4A
延安黄帝陵旅游区	陕西	4A
西安翠华山旅游风景区	陕西	4A
重庆北泉风景区	重庆	4A
缙云山国家级自然保护区	重庆	4A
重庆人民大礼堂及人民广场	重庆	4A
万盛石林风景区	重庆	4A
歌乐山森林公园	重庆	4A
汕头礐石风景名胜区 	广东	4A
汕头中信高尔夫海滨度假村	广东	4A
江门金山温泉旅游度假区	广东	4A
江门开平立园	广东	4A
江门圭峰风景区	广东	4A
长沙海底世界	湖南	4A
郴州苏仙岭风景名胜区	湖南	4A
郴州东江湖风景旅游区 	湖南	4A
株洲炎帝陵旅游区	湖南	4A
焦作云台山风景名胜区	河南	4A
温州江心屿旅游区	浙江	4A
天目山风景名胜区	浙江	4A
楠溪江风景名胜区	浙江	4A
雁荡山风景名胜区	浙江	4A
鄂尔多斯响沙湾旅游区	内蒙古	4A
阿拉善盟贺兰山南寺生态旅游区	内蒙古	4A
南通濠河风景名胜区	江苏	4A
南通狼山风景名胜区	江苏	4A
连云港连岛旅游度假区	江苏	4A
桓仁五女山风景区	辽宁	4A
秦皇岛集发农业观光园	河北	4A
丰宁京北第一草原	河北	4A
承德塞罕坝国家森林公园	河北	4A
石家庄西柏坡纪念馆景区	河北	4A
银川市镇北堡华夏西部影视城	宁夏	4A
焦作博爱青天河风景名胜区 	河南	4A
焦作沁阳神农坛风景名胜区	河南	4A
平顶山石人山风景名胜区	河南	4A
鹤壁浚县大伾山风景区	河南	4A
鹤壁淇县云梦山风景名胜区	河南	4A
济南红叶谷生态文化旅游区	山东	4A
济南趵突泉公园	山东	4A
济南大明湖公园	山东	4A
天福茶博物院景区	福建	4A
泉州惠安崇武古城风景区	福建	4A
永泰青云山风景名胜区	福建	4A
永春牛姆生态旅游区	福建	4A
马鞍山采石风景名胜区	安徽	4A
宏村景区	安徽	4A
西递古民居景区	安徽	4A
淮南八公山风景区	安徽	4A
颖上八里河风景区	安徽	4A
浙西大峡谷	浙江	4A
无锡市锡惠园林文物名胜区	江苏	4A
苏州市留园	江苏	4A
苏州市网师园	江苏	4A
苏州市狮子林	江苏	4A
苏州木渎古镇	江苏	4A
苏州西山景区	江苏	4A
苏州盘门景区	江苏	4A
日喀则扎什伦布寺	西藏	4A
大理宾川鸡足山景区 	云南	4A
建水燕子洞风景名胜区	云南	4A
腾冲热海国家重点风景名胜区	云南	4A
罗平九龙瀑布群风景区	云南	4A
大理崇圣寺三塔	云南	4A
重庆歌乐山烈士陵园	重庆	4A
重庆南山植物园	重庆	4A
重庆万盛黑山谷生态旅游区	重庆	4A
重庆野生动物世界	重庆	4A
桂林愚自乐园艺术园	广西	4A
桂平西山风景名胜区	广西	4A
东莞鸦片战争博物馆	广东	4A
惠州西湖风景名胜区	广东	4A
湛江湖光岩风景名胜区	广东	4A
张家界江垭温泉度假村	湖南	4A
张家界宝峰湖风景区	湖南	4A
张家界土家风情园	湖南	4A
荆州古城历史文化旅游区	湖北	4A
鄂州莲花山旅游区	湖北	4A
嵖岈山风景名胜区	河南	4A
林州太行大峡谷风景名胜区	河南	4A
安阳殷墟博物苑	河南	4A
日照五莲山旅游风景区	山东	4A
临沂蒙山旅游区	山东	4A
潍坊沂山风景区	山东	4A
淄博原山国家森林公园	山东	4A
淄博聊斋城	山东	4A
龙岩龙硿洞风景名胜区	福建	4A
永定客家土楼民俗文化村	福建	4A
福清石竹山风景名胜区	福建	4A
杭州野生动物世界	浙江	4A
杭州雷峰塔景区	浙江	4A
宁波松兰山海滨旅游度假区	浙江	4A
宁波天一阁博物馆	浙江	4A
衢州龙游石窟旅游区	浙江	4A
连云港孔望山风景区	江苏	4A
镇江焦山风景区	江苏	4A
镇江宝华山国家森林公园	江苏	4A
南京阅江楼景区	江苏	4A
南京总统府景区	江苏	4A
上海共青森林公园	上海	4A
长春世界雕塑公园	吉林	4A
长春伪满皇宫博物院	吉林	4A
旅顺东鸡冠山景区	辽宁	4A
大连世界和平公园	辽宁	4A
大连现代博物馆	辽宁	4A
沈阳怪坡风景区	辽宁	4A
锦州市博物馆	辽宁	4A
锦州北普陀山风景名胜区	辽宁	4A
丹东鸭绿江国家风景名胜区	辽宁	4A
丹东五龙山风景区	辽宁	4A
阿尔山海神圣泉旅游度假区	内蒙	4A
山海关长寿山风景旅游区	河北	4A
中国紫檀博物馆	北京	4A
潭柘戒台风景区	北京	4A
京东大溶洞风景区	北京	4A
德宏南甸宣抚司署	云南	4A
广安邓小平纪念园	四川	4A
汕头南澳岛旅游区	广东	4A
梅县华银雁鸣湖旅游度假区	广东	4A
广州黄花岗公园	广东	4A
广州西汉南越王博物馆	广东	4A
宜昌三峡人家风景区	湖北	4A
宜昌车溪民俗风景区	湖北	4A
